book	chapter	verse	sort	greek	strong	ult	pnc
PHP	3	1	479	ὑποτάσσεσθαι	G52930	to-submit	pnc
PHP	3	1	480	ἀρχαῖς	G07460	to-rulers	pnc
PHP	3	1	481	ἐξουσίαις	G18490	and-}-authorities	pnc
PHP	3	1	482	πειθαρχεῖν	G39800	to-obey	pnc
PHP	3	1	483	πειθαρχεῖν	G39800	them	pnc
PHP	3	1	484	εἶναι	G15100	to-be	pnc
PHP	3	1	485	ἑτοίμους	G20920	ready	pnc
PHP	3	1	486	πρὸς	G43140	for	pnc
PHP	3	1	487	πᾶν	G39560	every	pnc
PHP	3	1	488	ἀγαθὸν	G00180	good	pnc
PHP	3	1	489	ἔργον	G20410	work	pnc
PHP	3	2	490	βλασφημεῖν	G09870	to-revile	pnc
PHP	3	2	491	μηδένα	G33670	no-one	pnc
PHP	3	2	492	εἶναι	G15100	to-be	pnc
PHP	3	2	493	ἀμάχους	G02690	uncontentious	pnc
PHP	3	2	494	ἐπιεικεῖς	G19330	gentle	pnc
PHP	3	2	495	ἐνδεικνυμένους	G17310	showing	pnc
PHP	3	2	496	πᾶσαν	G39560	all	pnc
PHP	3	2	497	πραΰτητα	G42400	humility	pnc
PHP	3	2	498	πρὸς	G43140	toward	pnc
PHP	3	2	499	πάντας	G39560	all	pnc
PHP	3	2	500	ἀνθρώπους	G04440	men	pnc
PHP	3	3	501	γάρ	G10630	For	pnc
PHP	3	3	502	ποτε	G42180	once	pnc
PHP	3	3	503	ἡμεῖς	G14730	we	pnc
PHP	3	3	504	καὶ	G25320	also	pnc
PHP	3	3	505	ἦμεν	G15100	were	pnc
PHP	3	3	506	ἀνόητοι	G04530	foolish	pnc
PHP	3	3	507	ἀπειθεῖς	G05450	and-}-disobedient	pnc
PHP	3	3	508	πλανώμενοι	G41050	We-were-led-astray	pnc
PHP	3	3	509	δουλεύοντες	G13980	enslaved	pnc
PHP	3	3	510	ἡδοναῖς	G22370	by	pnc
PHP	3	3	511	ποικίλαις	G41640	various	pnc
PHP	3	3	512	ἐπιθυμίαις	G19390	passions	pnc
PHP	3	3	513	καὶ	G25320	and	pnc
PHP	3	3	514	ἡδοναῖς	G22370	pleasures	pnc
PHP	3	3	515	διάγοντες	G12360	We-lived	pnc
PHP	3	3	516	ἐν	G17220	in	pnc
PHP	3	3	517	κακίᾳ	G25490	evil	pnc
PHP	3	3	518	καὶ	G25320	and	pnc
PHP	3	3	519	φθόνῳ	G53550	envy	pnc
PHP	3	3	520	στυγητοί	G47670	detestable	pnc
PHP	3	3	521	μισοῦντες	G34040	hating	pnc
PHP	3	3	522	ἀλλήλους	G02400	one-another	pnc
PHP	3	4	523	δὲ	G11610	But	pnc
PHP	3	4	524	ὅτε	G37530	when	pnc
PHP	3	4	525	ἡ	G35880	the	pnc
PHP	3	4	526	χρηστότης	G55440	kindness	pnc
PHP	3	4	527	καὶ	G25320	and	pnc
PHP	3	4	528	ἡ	G35880	the	pnc
PHP	3	4	529	φιλανθρωπία	G53630	love-for-mankind	pnc
PHP	3	4	530	τοῦ	G35880	vvv	pnc
PHP	3	4	531	Σωτῆρος	G49900	of	pnc
PHP	3	4	532	Θεοῦ	G23160	God	pnc
PHP	3	4	533	ἡμῶν	G14730	our	pnc
PHP	3	4	534	τοῦ	G35880	vvv	pnc
PHP	3	4	535	Σωτῆρος	G49900	Savior	pnc
PHP	3	4	536	ἐπεφάνη	G20140	appeared	pnc
PHP	3	5	537	οὐκ	G37560	it-was-}-not	pnc
PHP	3	5	538	ἐξ	G15370	by	pnc
PHP	3	5	539	ἔργων	G20410	works	pnc
PHP	3	5	540	τῶν	G35880	vvv	pnc
PHP	3	5	541	ἐν	G17220	vvv	pnc
PHP	3	5	542	δικαιοσύνῃ	G13430	of-righteousness	pnc
PHP	3	5	543	ἃ	G37390	that	pnc
PHP	3	5	544	ἡμεῖς	G14730	we	pnc
PHP	3	5	545	ἐποιήσαμεν	G41600	did	pnc
PHP	3	5	546	ἀλλὰ	G02350	but	pnc
PHP	3	5	547	κατὰ	G25960	by	pnc
PHP	3	5	548	αὐτοῦ	G08460	his	pnc
PHP	3	5	549	τὸ	G35880	vvv	pnc
PHP	3	5	550	ἔλεος	G16560	mercy	pnc
PHP	3	5	551	ἔσωσεν	G49820	that-he-saved	pnc
PHP	3	5	552	ἡμᾶς	G14730	us	pnc
PHP	3	5	553	διὰ	G12230	through	pnc
PHP	3	5	554	λουτροῦ	G30670	the-washing	pnc
PHP	3	5	555	παλινγενεσίας	G38240	of-new-birth	pnc
PHP	3	5	556	καὶ	G25320	and	pnc
PHP	3	5	557	ἀνακαινώσεως	G03420	renewal	pnc
PHP	3	5	558	Πνεύματος	G41510	by-the	pnc
PHP	3	5	559	Ἁγίου	G00400	Holy	pnc
PHP	3	5	560	Πνεύματος	G41510	Spirit	pnc
PHP	3	6	561	οὗ	G37390	whom	pnc
PHP	3	6	562	ἐξέχεεν	G16320	he	pnc
PHP	3	6	563	πλουσίως	G41460	richly	pnc
PHP	3	6	564	ἐξέχεεν	G16320	poured	pnc
PHP	3	6	565	ἐφ’	G19090	on	pnc
PHP	3	6	566	ἡμᾶς	G14730	us	pnc
PHP	3	6	567	διὰ	G12230	through	pnc
PHP	3	6	568	ἡμῶν	G14730	our	pnc
PHP	3	6	569	τοῦ	G35880	vvv	pnc
PHP	3	6	570	Σωτῆρος	G49900	Savior	pnc
PHP	3	6	571	Ἰησοῦ	G24240	Jesus	pnc
PHP	3	6	572	Χριστοῦ	G55470	Christ	pnc
PHP	3	7	573	ἵνα	G24430	so-that	pnc
PHP	3	7	574	δικαιωθέντες	G13440	having-been-justified	pnc
PHP	3	7	575	τῇ	G35880	vvv	pnc
PHP	3	7	576	χάριτι	G54850	by-the-grace	pnc
PHP	3	7	577	ἐκείνου	G15650	of-that-one	pnc
PHP	3	7	578	γενηθῶμεν	G10960	we-might-become	pnc
PHP	3	7	579	κληρονόμοι	G28180	heirs	pnc
PHP	3	7	580	κατ’	G25960	according-to	pnc
PHP	3	7	581	ἐλπίδα	G16800	certain-hope	pnc
PHP	3	7	582	ζωῆς	G22220	of	pnc
PHP	3	7	583	αἰωνίου	G01660	eternal	pnc
PHP	3	7	584	ζωῆς	G22220	life	pnc
PHP	3	8	585	ὁ	G35880	This	pnc
PHP	3	8	586	λόγος	G30560	message	pnc
PHP	3	8	587	πιστὸς	G41030	is-}-trustworthy	pnc
PHP	3	8	588	καὶ	G25320	and	pnc
PHP	3	8	589	βούλομαί	G10140	I-want	pnc
PHP	3	8	590	σε	G47710	you	pnc
PHP	3	8	591	διαβεβαιοῦσθαι	G12260	to-insist	pnc
PHP	3	8	592	περὶ	G40120	on	pnc
PHP	3	8	593	τούτων	G37780	these-things	pnc
PHP	3	8	594	ἵνα	G24430	so-that	pnc
PHP	3	8	595	οἱ	G35880	the-ones	pnc
PHP	3	8	596	πεπιστευκότες	G41000	having-believed	pnc
PHP	3	8	597	Θεῷ	G23160	God	pnc
PHP	3	8	598	φροντίζωσιν	G54310	may-be-careful	pnc
PHP	3	8	599	προΐστασθαι	G42910	to-engage-themselves	pnc
PHP	3	8	600	ἔργων	G20410	in	pnc
PHP	3	8	601	καλῶν	G25700	good	pnc
PHP	3	8	602	ἔργων	G20410	works	pnc
PHP	3	8	603	ταῦτά	G37780	These-things	pnc
PHP	3	8	604	ἐστιν	G15100	are	pnc
PHP	3	8	605	καλὰ	G25700	good	pnc
PHP	3	8	606	καὶ	G25320	and	pnc
PHP	3	8	607	ὠφέλιμα	G56240	useful	pnc
PHP	3	8	608	τοῖς	G35880	vvv	pnc
PHP	3	8	609	ἀνθρώποις	G04440	for-men	pnc
PHP	3	9	610	δὲ	G11610	But	pnc
PHP	3	9	611	περιΐστασο	G40260	avoid	pnc
PHP	3	9	612	μωρὰς	G34740	foolish	pnc
PHP	3	9	613	ζητήσεις	G22140	debates	pnc
PHP	3	9	614	καὶ	G25320	and	pnc
PHP	3	9	615	γενεαλογίας	G10760	genealogies	pnc
PHP	3	9	616	καὶ	G25320	and	pnc
PHP	3	9	617	ἔρεις	G20540	strife	pnc
PHP	3	9	618	καὶ	G25320	and	pnc
PHP	3	9	619	μάχας	G31630	conflict	pnc
PHP	3	9	620	νομικὰς	G35440	about-the-law	pnc
PHP	3	9	621	γὰρ	G10630	because	pnc
PHP	3	9	622	εἰσὶν	G15100	they-are	pnc
PHP	3	9	623	ἀνωφελεῖς	G05120	unprofitable	pnc
PHP	3	9	624	καὶ	G25320	and	pnc
PHP	3	9	625	μάταιοι	G31520	worthless	pnc
PHP	3	10	626	παραιτοῦ	G38680	Reject	pnc
PHP	3	10	627	ἄνθρωπον	G04440	a	pnc
PHP	3	10	628	αἱρετικὸν	G01410	divisive	pnc
PHP	3	10	629	ἄνθρωπον	G04440	person	pnc
PHP	3	10	630	μετὰ	G33260	after	pnc
PHP	3	10	631	μίαν	G15200	one	pnc
PHP	3	10	632	καὶ	G25320	or	pnc
PHP	3	10	633	δευτέραν	G12080	two	pnc
PHP	3	10	634	νουθεσίαν	G35590	warnings	pnc
PHP	3	11	635	εἰδὼς	G14920	knowing	pnc
PHP	3	11	636	ὅτι	G37540	that	pnc
PHP	3	11	637	ὁ	G35880	vvv	pnc
PHP	3	11	638	τοιοῦτος	G51080	such-a-one	pnc
PHP	3	11	639	ἐξέστραπται	G16120	has-turned-from-the-right-way	pnc
PHP	3	11	640	καὶ	G25320	and	pnc
PHP	3	11	641	ἁμαρτάνει	G02640	is-sinning	pnc
PHP	3	11	642	ὢν	G15100	being	pnc
PHP	3	11	643	αὐτοκατάκριτος	G08430	self---condemned	pnc
PHP	3	12	644	ὅταν	G37520	When	pnc
PHP	3	12	645	πέμψω	G39920	I-send	pnc
PHP	3	12	646	Ἀρτεμᾶν	G07340	Artemas	pnc
PHP	3	12	647	ἢ	G22280	or	pnc
PHP	3	12	648	Τυχικόν	G51900	Tychicus	pnc
PHP	3	12	649	πρὸς	G43140	to	pnc
PHP	3	12	650	σὲ	G47710	you	pnc
PHP	3	12	651	σπούδασον	G47040	hurry	pnc
PHP	3	12	652	ἐλθεῖν	G20640	to-come	pnc
PHP	3	12	653	πρός	G43140	to	pnc
PHP	3	12	654	με	G14730	me	pnc
PHP	3	12	655	εἰς	G15190	at	pnc
PHP	3	12	656	Νικόπολιν	G35330	Nicopolis	pnc
PHP	3	12	657	γὰρ	G10630	because	pnc
PHP	3	12	658	κέκρικα	G29190	I-have-decided	pnc
PHP	3	12	659	παραχειμάσαι	G39140	to-spend-the-winter	pnc
PHP	3	12	660	ἐκεῖ	G15630	there	pnc
PHP	3	13	661	σπουδαίως	G47090	Diligently	pnc
PHP	3	13	662	πρόπεμψον	G43110	send-on-their-way	pnc
PHP	3	13	663	Ζηνᾶν	G22110	Zenas	pnc
PHP	3	13	664	τὸν	G35880	the	pnc
PHP	3	13	665	νομικὸν	G35440	lawyer	pnc
PHP	3	13	666	καὶ	G25320	and	pnc
PHP	3	13	667	Ἀπολλῶν	G06250	Apollos	pnc
PHP	3	13	668	ἵνα	G24430	so-that	pnc
PHP	3	13	669	αὐτοῖς	G08460	they	pnc
PHP	3	13	670	λείπῃ	G30070	lack	pnc
PHP	3	13	671	μηδὲν	G33670	nothing	pnc
PHP	3	14	672	δὲ	G11610	And	pnc
PHP	3	14	673	καὶ	G25320	also	pnc
PHP	3	14	674	οἱ	G35880	vvv	pnc
PHP	3	14	675	ἡμέτεροι	G22510	our-own	pnc
PHP	3	14	676	μανθανέτωσαν	G31290	must-learn	pnc
PHP	3	14	677	προΐστασθαι	G42910	to-engage-themselves	pnc
PHP	3	14	678	ἔργων	G20410	in	pnc
PHP	3	14	679	καλῶν	G25700	good	pnc
PHP	3	14	680	ἔργων	G20410	works	pnc
PHP	3	14	681	εἰς	G15190	toward	pnc
PHP	3	14	682	τὰς	G35880	vvv	pnc
PHP	3	14	683	ἀναγκαίας	G03160	essential	pnc
PHP	3	14	684	χρείας	G55320	needs	pnc
PHP	3	14	685	ἵνα	G24430	in-order	pnc
PHP	3	14	686	μὴ	G33610	not	pnc
PHP	3	14	687	ὦσιν	G15100	to-be	pnc
PHP	3	14	688	ἄκαρποι	G01750	unfruitful	pnc
PHP	3	15	689	πάντες	G39560	All	pnc
PHP	3	15	690	οἱ	G35880	those	pnc
PHP	3	15	691	μετ’	G33260	with	pnc
PHP	3	15	692	ἐμοῦ	G14730	me	pnc
PHP	3	15	693	ἀσπάζονταί	G07820	greet	pnc
PHP	3	15	694	σε	G47710	you	pnc
PHP	3	15	695	ἄσπασαι	G07820	Greet	pnc
PHP	3	15	696	τοὺς	G35880	the-ones	pnc
PHP	3	15	697	φιλοῦντας	G53680	loving	pnc
PHP	3	15	698	ἡμᾶς	G14730	us	pnc
PHP	3	15	699	ἐν	G17220	in	pnc
PHP	3	15	700	πίστει	G41020	faith	pnc
PHP	3	15	701	ἡ	G35880	vvv	pnc
PHP	3	15	702	χάρις	G54850	Grace	pnc
PHP	3	15	703	μετὰ	G33260	be-}-with	pnc
PHP	3	15	704	πάντων	G39560	all	pnc
PHP	3	15	705	ὑμῶν	G47710	of-you	pnc
